,game,model,experiment,episode,metric,value
13,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Generated Expression Number of Tokens,21.0
14,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Aborted at Player 1,0.0
15,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Aborted at Player 2,0.0
16,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Request Count,2.0
17,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Parsed Request Count,2.0
18,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Violated Request Count,0.0
19,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Success,1.0
20,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Lose,0.0
21,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Aborted,0.0
22,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Main Score,100.0
23,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_2,Request Success Ratio,1.0
24,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Generated Expression Length,129.0
25,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Generated Expression Number of Tokens,23.0
26,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Aborted at Player 1,0.0
27,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Aborted at Player 2,0.0
28,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Request Count,2.0
29,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Parsed Request Count,2.0
30,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Violated Request Count,0.0
31,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Success,1.0
32,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Lose,0.0
33,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Aborted,0.0
34,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Main Score,100.0
35,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_3,Request Success Ratio,1.0
36,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Generated Expression Length,140.0
37,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Generated Expression Number of Tokens,25.0
38,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Aborted at Player 1,0.0
39,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Aborted at Player 2,0.0
40,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Request Count,2.0
41,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Parsed Request Count,2.0
42,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Violated Request Count,0.0
43,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Success,1.0
44,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Lose,0.0
45,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Aborted,0.0
46,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Main Score,100.0
47,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_4,Request Success Ratio,1.0
48,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Generated Expression Length,184.0
49,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Generated Expression Number of Tokens,35.0
50,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Aborted at Player 1,0.0
51,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Aborted at Player 2,0.0
52,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Request Count,2.0
53,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Parsed Request Count,2.0
54,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Violated Request Count,0.0
55,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Success,1.0
56,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Lose,0.0
57,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Aborted,0.0
58,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Main Score,100.0
59,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_25,Request Success Ratio,1.0
60,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Generated Expression Length,151.0
61,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Generated Expression Number of Tokens,27.0
62,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Aborted at Player 1,0.0
63,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Aborted at Player 2,0.0
64,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Request Count,2.0
65,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Parsed Request Count,2.0
66,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Violated Request Count,0.0
67,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Success,1.0
68,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Lose,0.0
69,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Aborted,0.0
70,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Main Score,100.0
71,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_22,Request Success Ratio,1.0
72,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Generated Expression Length,146.0
73,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Generated Expression Number of Tokens,27.0
74,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Aborted at Player 1,0.0
75,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Aborted at Player 2,0.0
76,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Request Count,2.0
77,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Parsed Request Count,2.0
78,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Violated Request Count,0.0
79,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Success,1.0
80,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Lose,0.0
81,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Aborted,0.0
82,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Main Score,100.0
83,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_14,Request Success Ratio,1.0
84,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Generated Expression Length,157.0
85,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Generated Expression Number of Tokens,29.0
86,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Aborted at Player 1,0.0
87,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Aborted at Player 2,0.0
88,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Request Count,2.0
89,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Parsed Request Count,2.0
90,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Violated Request Count,0.0
91,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Success,1.0
92,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Lose,0.0
93,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Aborted,0.0
94,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Main Score,100.0
95,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_13,Request Success Ratio,1.0
96,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Generated Expression Length,139.0
97,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Generated Expression Number of Tokens,26.0
98,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Aborted at Player 1,0.0
99,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Aborted at Player 2,0.0
100,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Request Count,2.0
101,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Parsed Request Count,2.0
102,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Violated Request Count,0.0
103,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Success,1.0
104,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Lose,0.0
105,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Aborted,0.0
106,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Main Score,100.0
107,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_12,Request Success Ratio,1.0
108,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Generated Expression Length,134.0
109,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Generated Expression Number of Tokens,25.0
110,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Aborted at Player 1,0.0
111,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Aborted at Player 2,0.0
112,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Request Count,2.0
113,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Parsed Request Count,2.0
114,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Violated Request Count,0.0
115,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Success,1.0
116,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Lose,0.0
117,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Aborted,0.0
118,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Main Score,100.0
119,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_15,Request Success Ratio,1.0
120,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Generated Expression Length,238.0
121,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Generated Expression Number of Tokens,42.0
122,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Aborted at Player 1,0.0
123,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Aborted at Player 2,0.0
124,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Request Count,2.0
125,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Parsed Request Count,2.0
126,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Violated Request Count,0.0
127,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Success,1.0
128,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Lose,0.0
129,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Aborted,0.0
130,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Main Score,100.0
131,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_23,Request Success Ratio,1.0
132,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Generated Expression Length,151.0
133,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Generated Expression Number of Tokens,28.0
134,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Aborted at Player 1,0.0
135,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Aborted at Player 2,0.0
136,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Request Count,2.0
137,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Parsed Request Count,2.0
138,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Violated Request Count,0.0
139,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Success,1.0
140,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Lose,0.0
141,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Aborted,0.0
142,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Main Score,100.0
143,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_24,Request Success Ratio,1.0
144,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Generated Expression Length,157.0
145,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Generated Expression Number of Tokens,29.0
146,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Aborted at Player 1,0.0
147,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Aborted at Player 2,0.0
148,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Request Count,2.0
149,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Parsed Request Count,2.0
150,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Violated Request Count,0.0
151,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Success,0.0
152,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Lose,1.0
153,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Aborted,0.0
154,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Main Score,0.0
155,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_1,Request Success Ratio,1.0
156,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Generated Expression Length,140.0
157,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Generated Expression Number of Tokens,26.0
158,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Aborted at Player 1,0.0
159,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Aborted at Player 2,0.0
160,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Request Count,2.0
161,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Parsed Request Count,2.0
162,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Violated Request Count,0.0
163,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Success,0.0
164,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Lose,1.0
165,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Aborted,0.0
166,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Main Score,0.0
167,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_6,Request Success Ratio,1.0
168,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Generated Expression Length,181.0
169,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Generated Expression Number of Tokens,35.0
170,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Aborted at Player 1,0.0
171,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Aborted at Player 2,0.0
172,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Request Count,2.0
173,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Parsed Request Count,2.0
174,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Violated Request Count,0.0
175,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Success,1.0
176,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Lose,0.0
177,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Aborted,0.0
178,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Main Score,100.0
179,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_8,Request Success Ratio,1.0
180,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Generated Expression Length,125.0
181,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Generated Expression Number of Tokens,22.0
182,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Aborted at Player 1,0.0
183,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Aborted at Player 2,0.0
184,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Request Count,2.0
185,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Parsed Request Count,2.0
186,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Violated Request Count,0.0
187,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Success,1.0
188,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Lose,0.0
189,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Aborted,0.0
190,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Main Score,100.0
191,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_9,Request Success Ratio,1.0
192,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_7,Generated Expression Length,340.0
193,referencegame,gpt-4o-2024-05-13-t0.0--gpt-4o-2024-05-13-t0.0,2_diagonal_grids,episode_7,Generated Expression Number of Tokens,70.0
